,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
0,50 Cent,7,227000000.0,32428571.42857143,439019372,62717053.14285714,439019372,62717053.14285714,-33192070.0,-4741724.285714285,212019372.0,30288481.714285713
1,A. Cheron Hall,1,25000000.0,25000000.0,30893885,30893885.0,30893885,30893885.0,-5471398.0,-5471398.0,5893885.0,5893885.0
2,A. Delon Ellis Jr.,1,32000000.0,32000000.0,44102389,44102389.0,44102389,44102389.0,8222729.0,8222729.0,12102389.0,12102389.0
3,A. Jay Radcliff,1,60000000.0,60000000.0,204594016,204594016.0,204594016,204594016.0,20574010.0,20574010.0,144594016.0,144594016.0
4,A. Russell Andrews,2,73000000.0,36500000.0,81591954,40795977.0,81591954,40795977.0,-18736380.0,-9368190.0,8591954.0,4295977.0
5,A.C. Peterson,5,208000000.0,41600000.0,204800090,40960018.0,204800090,40960018.0,-114014634.0,-22802926.8,-3199910.0,-639982.0
6,A.D. Miles,2,33000000.0,16500000.0,92944625,46472312.5,92944625,46472312.5,34589476.0,17294738.0,59944625.0,29972312.5
7,A.J. Benza,1,24000000.0,24000000.0,155929020,155929020.0,155929020,155929020.0,46270943.0,46270943.0,131929020.0,131929020.0
8,A.J. Buckley,1,200000000.0,200000000.0,332207671,332207671.0,332207671,332207671.0,-76912880.0,-76912880.0,132207671.0,132207671.0
9,A.J. Cook,2,50000000.0,25000000.0,105723805,52861902.5,105723805,52861902.5,10867608.0,5433804.0,55723805.0,27861902.5
10,A.J. Foyt IV,1,50000000.0,50000000.0,111069515,111069515.0,111069515,111069515.0,30270227.0,30270227.0,61069515.0,61069515.0
11,A.J. Johnson,1,16000000.0,16000000.0,29381649,29381649.0,29381649,29381649.0,12734552.0,12734552.0,13381649.0,13381649.0
12,A.J. Tecce,1,99000000.0,99000000.0,246233113,246233113.0,246233113,246233113.0,31178411.0,31178411.0,147233113.0,147233113.0
13,A.P. Singh,1,16000000.0,16000000.0,35307949,35307949.0,35307949,35307949.0,-4097285.0,-4097285.0,19307949.0,19307949.0
14,AJ Bowen,5,6750000.0,1350000.0,28202493,5640498.6,28202493,5640498.6,12158196.0,2431639.2,21452493.0,4290498.6
15,AJ Diana,1,100000.0,100000.0,1938783,1938783.0,1938783,1938783.0,1221194.0,1221194.0,1838783.0,1838783.0
16,AJ Michalka,2,115000000.0,57500000.0,353717326,176858663.0,353717326,176858663.0,56118411.0,28059205.5,238717326.0,119358663.0
17,ASAP Rocky,1,7000000.0,7000000.0,17986781,17986781.0,17986781,17986781.0,10506470.0,10506470.0,10986781.0,10986781.0
18,Aakash Dahiya,1,10920000.0,10920000.0,1651601,1651601.0,1651601,1651601.0,-9933303.0,-9933303.0,-9268399.0,-9268399.0
19,Aaliyah,2,60000000.0,30000000.0,136515870,68257935.0,136515870,68257935.0,26310136.0,13155068.0,76515870.0,38257935.0
20,Aamir Bashir,1,4881938.336463261,4881938.336463261,1404307,1404307.0,1404307,1404307.0,-3833795.3364632614,-3833795.3364632614,-3477631.3364632614,-3477631.3364632614
21,Aamir Khan,8,59172832.15727292,7396604.019659115,474140146,59267518.25,474140146,59267518.25,-29904732.15727292,-3738091.519659115,414967313.84272707,51870914.23034088
22,Aankha Neal,1,60000000.0,60000000.0,124596837,124596837.0,124596837,124596837.0,15286229.0,15286229.0,64596837.0,64596837.0
23,Aaran Thomas,1,50000000.0,50000000.0,82169884,82169884.0,82169884,82169884.0,-22329014.0,-22329014.0,32169884.0,32169884.0
24,Aaron Abrams,2,41198294.47322971,20599147.236614853,19657545,9828772.5,19657545,9828772.5,-26942447.473229706,-13471223.736614853,-21540749.473229706,-10770374.736614853
25,Aaron Aoki,1,60000000.0,60000000.0,76249438,76249438.0,76249438,76249438.0,-11976912.0,-11976912.0,16249438.0,16249438.0
26,Aaron Beelner,1,42000000.0,42000000.0,131457147,131457147.0,131457147,131457147.0,26549695.0,26549695.0,89457147.0,89457147.0
27,Aaron Berg,1,16000000.0,16000000.0,5371181,5371181.0,5371181,5371181.0,-11399415.0,-11399415.0,-10628819.0,-10628819.0
28,Aaron Bilyeu,1,600000.0,600000.0,7205073,7205073.0,7205073,7205073.0,6380524.0,6380524.0,6605073.0,6605073.0
29,Aaron Brown,1,35000000.0,35000000.0,75210671,75210671.0,75210671,75210671.0,8050489.0,8050489.0,40210671.0,40210671.0
30,Aaron Burns,2,7500000.0,3750000.0,18233552,9116776.0,18233552,9116776.0,-271373.0,-135686.5,10733552.0,5366776.0
31,Aaron C. Shang,2,58000000.0,29000000.0,130468246,65234123.0,130468246,65234123.0,-50973391.0,-25486695.5,72468246.0,36234123.0
32,Aaron Carter,1,26000000.0,26000000.0,48551322,48551322.0,48551322,48551322.0,22116322.0,22116322.0,22551322.0,22551322.0
33,Aaron Cohen,2,73000000.0,36500000.0,126004113,63002056.5,126004113,63002056.5,-9238252.0,-4619126.0,53004113.0,26502056.5
34,Aaron Colom,1,6000000.0,6000000.0,2631275,2631275.0,2631275,2631275.0,-5968919.0,-5968919.0,-3368725.0,-3368725.0
35,Aaron DeCone,1,55000000.0,55000000.0,46061847,46061847.0,46061847,46061847.0,-20755903.0,-20755903.0,-8938153.0,-8938153.0
36,Aaron Dillar,1,17000000.0,17000000.0,374743,374743.0,374743,374743.0,-16724620.0,-16724620.0,-16625257.0,-16625257.0
37,Aaron Dominguez,1,35000000.0,35000000.0,21360215,21360215.0,21360215,21360215.0,-13639785.0,-13639785.0,-13639785.0,-13639785.0
38,Aaron Douglas,1,2700000.0,2700000.0,74700,74700.0,74700,74700.0,-2687456.0,-2687456.0,-2625300.0,-2625300.0
39,Aaron Eckhart,23,1075950000.0,46780434.782608695,2619989122,113912570.52173913,2619989122,113912570.52173913,220023352.0,9566232.695652174,1544039122.0,67132135.73913044
40,Aaron Fors,1,8000000.0,8000000.0,855009,855009.0,855009,855009.0,-7431068.0,-7431068.0,-7144991.0,-7144991.0
41,Aaron Frazier,1,26000000.0,26000000.0,48551322,48551322.0,48551322,48551322.0,22116322.0,22116322.0,22551322.0,22551322.0
42,Aaron Gillespie,1,5500000.0,5500000.0,18159691,18159691.0,18159691,18159691.0,5607431.0,5607431.0,12659691.0,12659691.0
43,Aaron Goldhammer,1,25000000.0,25000000.0,29824199,29824199.0,29824199,29824199.0,3842237.0,3842237.0,4824199.0,4824199.0
44,Aaron Gordon,1,19000000.0,19000000.0,46664414,46664414.0,46664414,46664414.0,23469946.0,23469946.0,27664414.0,27664414.0
45,Aaron Hale,1,13000000.0,13000000.0,9915800,9915800.0,9915800,9915800.0,-9499395.0,-9499395.0,-3084200.0,-3084200.0
46,Aaron Hill,1,25000000.0,25000000.0,52395996,52395996.0,52395996,52395996.0,18047372.0,18047372.0,27395996.0,27395996.0
47,Aaron Himelstein,2,81000000.0,40500000.0,297320975,148660487.5,297320975,148660487.5,132607889.0,66303944.5,216320975.0,108160487.5
48,Aaron Hughes,2,7000000.0,3500000.0,4670047,2335023.5,4670047,2335023.5,-4567623.0,-2283811.5,-2329953.0,-1164976.5
49,Aaron Jackson,1,65000000.0,65000000.0,143695338,143695338.0,143695338,143695338.0,11233151.0,11233151.0,78695338.0,78695338.0
50,Aaron Jeffery,1,47931.77892918826,47931.77892918826,67069,67069.0,67069,67069.0,19137.22107081174,19137.22107081174,19137.22107081174,19137.22107081174
51,Aaron Lazar,1,19800000.0,19800000.0,41296320,41296320.0,41296320,41296320.0,14496320.0,14496320.0,21496320.0,21496320.0
52,Aaron Leddick,1,20000000.0,20000000.0,17572289,17572289.0,17572289,17572289.0,-13514039.0,-13514039.0,-2427711.0,-2427711.0
53,Aaron Lustig,2,93000000.0,46500000.0,120518166,60259083.0,120518166,60259083.0,-42003205.0,-21001602.5,27518166.0,13759083.0
54,Aaron Marshall,1,3000000.0,3000000.0,4935501,4935501.0,4935501,4935501.0,1210454.0,1210454.0,1935501.0,1935501.0
55,Aaron McCusker,1,52000000.0,52000000.0,906884690,906884690.0,906884690,906884690.0,164668042.0,164668042.0,854884690.0,854884690.0
56,Aaron McPherson,1,40000000.0,40000000.0,87189756,87189756.0,87189756,87189756.0,3139300.0,3139300.0,47189756.0,47189756.0
57,Aaron Michael Drozin,1,100000000.0,100000000.0,204681899,204681899.0,204681899,204681899.0,10332737.0,10332737.0,104681899.0,104681899.0
58,Aaron Monaghan,1,35000000.0,35000000.0,145417936,145417936.0,145417936,145417936.0,-606493.0,-606493.0,110417936.0,110417936.0
59,Aaron Moten,1,18000000.0,18000000.0,41325328,41325328.0,41325328,41325328.0,8822144.0,8822144.0,23325328.0,23325328.0
60,Aaron Murphy,2,45000000.0,22500000.0,85490549,42745274.5,85490549,42745274.5,6880506.0,3440253.0,40490549.0,20245274.5
61,Aaron Parker Mouser,1,1000000.0,1000000.0,454026,454026.0,454026,454026.0,-553835.0,-553835.0,-545974.0,-545974.0
62,Aaron Paul,8,316500000.0,39562500.0,800616301,100077037.625,800616301,100077037.625,-15980929.0,-1997616.125,484116301.0,60514537.625
63,Aaron Perilo,1,40000000.0,40000000.0,173930596,173930596.0,173930596,173930596.0,-2479905.0,-2479905.0,133930596.0,133930596.0
64,Aaron Quattrocchi,1,30000000.0,30000000.0,91970827,91970827.0,91970827,91970827.0,22421953.0,22421953.0,61970827.0,61970827.0
65,Aaron Rapke,1,150000000.0,150000000.0,39233678,39233678.0,39233678,39233678.0,-128607242.0,-128607242.0,-110766322.0,-110766322.0
66,Aaron Ruell,1,400000.0,400000.0,46138887,46138887.0,46138887,46138887.0,44140956.0,44140956.0,45738887.0,45738887.0
67,Aaron Sanders,1,7000000.0,7000000.0,24964890,24964890.0,24964890,24964890.0,2176000.0,2176000.0,17964890.0,17964890.0
68,Aaron Serotsky,1,110000000.0,110000000.0,253890701,253890701.0,253890701,253890701.0,-29998193.0,-29998193.0,143890701.0,143890701.0
69,Aaron Spann,1,20000000.0,20000000.0,115121981,115121981.0,115121981,115121981.0,28430258.0,28430258.0,95121981.0,95121981.0
70,Aaron Spivey-Sorrells,1,4000000.0,4000000.0,2431443,2431443.0,2431443,2431443.0,-3626625.0,-3626625.0,-1568557.0,-1568557.0
71,Aaron Stanford,4,340000000.0,85000000.0,962087847,240521961.75,962087847,240521961.75,164175614.0,41043903.5,622087847.0,155521961.75
72,Aaron Staton,1,30000000.0,30000000.0,66122026,66122026.0,66122026,66122026.0,1664162.0,1664162.0,36122026.0,36122026.0
73,Aaron Sterns,1,1000000.0,1000000.0,30762648,30762648.0,30762648,30762648.0,15188180.0,15188180.0,29762648.0,29762648.0
74,Aaron Swartz,1,27000000.0,27000000.0,12881605,12881605.0,12881605,12881605.0,-21795993.0,-21795993.0,-14118395.0,-14118395.0
75,Aaron Takahashi,1,23000000.0,23000000.0,79799880,79799880.0,79799880,79799880.0,41460211.0,41460211.0,56799880.0,56799880.0
76,Aaron Taylor-Johnson,8,602000000.0,75250000.0,2374263594,296782949.25,2374263594,296782949.25,292940164.0,36617520.5,1772263594.0,221532949.25
77,Aaron Trainor,1,17000000.0,17000000.0,95146283,95146283.0,95146283,95146283.0,20950822.0,20950822.0,78146283.0,78146283.0
78,Aaron Tveit,2,96000000.0,48000000.0,472893369,236446684.5,472893369,236446684.5,73085216.0,36542608.0,376893369.0,188446684.5
79,Aaron Vexler,1,30000000.0,30000000.0,18074539,18074539.0,18074539,18074539.0,-19104705.0,-19104705.0,-11925461.0,-11925461.0
80,Aaron Viergever,1,2000000.0,2000000.0,1349387,1349387.0,1349387,1349387.0,-1991548.0,-1991548.0,-650613.0,-650613.0
81,Aaron Wilton,1,5000000.0,5000000.0,9341824,9341824.0,9341824,9341824.0,1546159.0,1546159.0,4341824.0,4341824.0
82,Aaron Wolff,1,7000000.0,7000000.0,31430334,31430334.0,31430334,31430334.0,2228768.0,2228768.0,24430334.0,24430334.0
83,Aaron Yoo,8,173000000.0,21625000.0,541038566,67629820.75,541038566,67629820.75,149197410.0,18649676.25,368038566.0,46004820.75
84,Aarti Chhabria,1,263888.55872774386,263888.55872774386,23968620,23968620.0,23968620,23968620.0,798951.4412722562,798951.4412722562,23704731.441272255,23704731.441272255
85,Aarti Rathod,1,1000000.0,1000000.0,11621777,11621777.0,11621777,11621777.0,3235151.0,3235151.0,10621777.0,10621777.0
86,Aartii Naagpal,1,6597213.968193596,6597213.968193596,1390054,1390054.0,1390054,1390054.0,-5890320.968193596,-5890320.968193596,-5207159.968193596,-5207159.968193596
87,Aasha Pawar,1,1345831.6495114935,1345831.6495114935,3082958,3082958.0,3082958,3082958.0,-769192.6495114935,-769192.6495114935,1737126.3504885065,1737126.3504885065
88,Aashika Bhatia,1,23749970.285496946,23749970.285496946,52715771,52715771.0,52715771,52715771.0,-19385331.285496946,-19385331.285496946,28965800.714503054,28965800.714503054
89,Aashish Maske,1,32986069.84096798,32986069.84096798,254158390,254158390.0,254158390,254158390.0,-12799410.84096798,-12799410.84096798,221172320.15903202,221172320.15903202
90,Aashrita Kamath,1,7256935.365012956,7256935.365012956,5192743,5192743.0,5192743,5192743.0,-4148450.365012956,-4148450.365012956,-2064192.3650129559,-2064192.3650129559
91,Aasif Mandvi,13,690165000.0,53089615.384615384,1991511087,153193160.53846154,1991511087,153193160.53846154,230917974.0,17762921.076923076,1301346087.0,100103545.15384616
92,Abbey,1,412000000.0,412000000.0,1191745034,1191745034.0,1191745034,1191745034.0,105253293.0,105253293.0,779745034.0,779745034.0
93,Abbey Lee,4,262000000.0,65500000.0,606334982,151583745.5,606334982,151583745.5,-1139717.0,-284929.25,344334982.0,86083745.5
94,Abbi Jacobson,1,70000000.0,70000000.0,123081555,123081555.0,123081555,123081555.0,-10718445.0,-10718445.0,53081555.0,53081555.0
95,Abbie Cobb,1,5000000.0,5000000.0,10536956,10536956.0,10536956,10536956.0,5429707.0,5429707.0,5536956.0,5536956.0
96,Abbie Cornish,11,542500000.0,49318181.81818182,1151835451,104712313.72727273,1151835451,104712313.72727273,-177010429.0,-16091857.181818182,609335451.0,55394131.90909091
97,Abby Cassidy,1,25000000.0,25000000.0,46712809,46712809.0,46712809,46712809.0,-8531501.0,-8531501.0,21712809.0,21712809.0
98,Abby Craden,1,5000000.0,5000000.0,16642819,16642819.0,16642819,16642819.0,6977130.0,6977130.0,11642819.0,11642819.0
99,Abby Elliott,1,125000000.0,125000000.0,485004754,485004754.0,485004754,485004754.0,66204754.0,66204754.0,360004754.0,360004754.0
100,Abby Ford,1,130000000.0,130000000.0,796158319,796158319.0,796158319,796158319.0,119975996.0,119975996.0,666158319.0,666158319.0
101,Abby Mukiibi Nkaaga,1,6000000.0,6000000.0,48618191,48618191.0,48618191,48618191.0,11606684.0,11606684.0,42618191.0,42618191.0
102,Abby Ryder Fortson,4,311500000.0,77875000.0,1234152669,308538167.25,1234152669,308538167.25,124509340.0,31127335.0,922652669.0,230663167.25
103,Abby Wait,1,2000000.0,2000000.0,1775133,1775133.0,1775133,1775133.0,-522998.0,-522998.0,-224867.0,-224867.0
104,Abdelhafid Metalsi,2,39440400.0,19720200.0,69263440,34631720.0,69263440,34631720.0,-35478637.0,-17739318.5,29823040.0,14911520.0
105,Abdelkader Aizzoune,1,22000000.0,22000000.0,27675014,27675014.0,27675014,27675014.0,1530831.0,1530831.0,5675014.0,5675014.0
106,Abdelkrim Bahloul,1,15000000.0,15000000.0,1297401,1297401.0,1297401,1297401.0,-14815559.0,-14815559.0,-13702599.0,-13702599.0
107,Abdellah Moundy,2,19981800.0,9990900.0,66845038,33422519.0,66845038,33422519.0,-15726661.0,-7863330.5,46863238.0,23431619.0
108,Abdi Magamaev,1,4000000.0,4000000.0,7537453,7537453.0,7537453,7537453.0,-3874880.0,-3874880.0,3537453.0,3537453.0
109,Abdihakin Asgar,1,2313361.2982158945,2313361.2982158945,2688444,2688444.0,2688444,2688444.0,-1898924.2982158945,-1898924.2982158945,375082.7017841055,375082.7017841055
110,Abdo Abdo,1,4000000.0,4000000.0,64417003,64417003.0,64417003,64417003.0,-2338904.0,-2338904.0,60417003.0,60417003.0
111,Abdou Sagna,1,24000000.0,24000000.0,101276318,101276318.0,101276318,101276318.0,15687694.0,15687694.0,77276318.0,77276318.0
112,Abdoulaye NGom,1,40000000.0,40000000.0,127994610,127994610.0,127994610,127994610.0,6294610.0,6294610.0,87994610.0,87994610.0
113,Abdul Alshawish,1,28000000.0,28000000.0,77516304,77516304.0,77516304,77516304.0,22294317.0,22294317.0,49516304.0,49516304.0
114,Abdul Ayoola,1,20500000.0,20500000.0,7029095,7029095.0,7029095,7029095.0,-19736444.0,-19736444.0,-13470905.0,-13470905.0
115,Abdul Hakim Joy,1,15670000.0,15670000.0,28240000,28240000.0,28240000,28240000.0,-13370000.0,-13370000.0,12570000.0,12570000.0
116,Abdul Henderson,1,100000000.0,100000000.0,154711438,154711438.0,154711438,154711438.0,-64946340.0,-64946340.0,54711438.0,54711438.0
117,Abdul Quadir Amin,1,20000000.0,20000000.0,39570044,39570044.0,39570044,39570044.0,-18550152.0,-18550152.0,19570044.0,19570044.0
118,Abdul Salis,1,60000000.0,60000000.0,17858059,17858059.0,17858059,17858059.0,-46909370.0,-46909370.0,-42141941.0,-42141941.0
119,Abe Lee Tsunenori,1,25000000.0,25000000.0,906995,906995.0,906995,906995.0,-24979556.0,-24979556.0,-24093005.0,-24093005.0
120,Abe Spigner,1,20000000.0,20000000.0,34816824,34816824.0,34816824,34816824.0,-5809099.0,-5809099.0,14816824.0,14816824.0
121,Abel Folk,2,94600000.0,47300000.0,13881475,6940737.5,13881475,6940737.5,-85939966.0,-42969983.0,-80718525.0,-40359262.5
122,Abella Wyss,1,35000000.0,35000000.0,30962335,30962335.0,30962335,30962335.0,-21896728.0,-21896728.0,-4037665.0,-4037665.0
123,Abena Ayivor,1,14000000.0,14000000.0,14459330,14459330.0,14459330,14459330.0,-10097815.0,-10097815.0,459330.0,459330.0
124,Abhay Deol,3,12666650.818931704,4222216.939643902,10412473,3470824.3333333335,10412473,3470824.3333333335,-8636320.818931704,-2878773.6063105683,-2254177.8189317044,-751392.6063105682
125,Abhi Sinha,2,86000000.0,43000000.0,32210988,16105494.0,32210988,16105494.0,-65559242.0,-32779621.0,-53789012.0,-26894506.0
126,Abhinaya Krishna,1,32986069.84096798,32986069.84096798,254158390,254158390.0,254158390,254158390.0,-12799410.84096798,-12799410.84096798,221172320.15903202,221172320.15903202
127,Abhishek Anand,1,4500000.0,4500000.0,62475342,62475342.0,62475342,62475342.0,-3306954.0,-3306954.0,57975342.0,57975342.0
128,Abhishek Bachchan,6,25451363.301400147,4241893.883566692,107056473,17842745.5,107056473,17842745.5,-15747439.301400147,-2624573.2169000246,81605109.69859985,13600851.616433308
129,Abhishek Bajaj,1,10555542.349109754,10555542.349109754,1635907,1635907.0,1635907,1635907.0,-9776976.349109754,-9776976.349109754,-8919635.349109754,-8919635.349109754
130,Abhishek Bharate,1,12000000.0,12000000.0,140312928,140312928.0,140312928,140312928.0,39738905.0,39738905.0,128312928.0,128312928.0
131,Abhishek Shukla,1,4500000.0,4500000.0,62475342,62475342.0,62475342,62475342.0,-3306954.0,-3306954.0,57975342.0,57975342.0
132,Abigail Bianca,1,20000000.0,20000000.0,22165608,22165608.0,22165608,22165608.0,-1155216.0,-1155216.0,2165608.0,2165608.0
133,Abigail Breslin,13,585600000.0,45046153.84615385,1697446768,130572828.3076923,1697446768,130572828.3076923,388098691.0,29853745.46153846,1111846768.0,85526674.46153846
134,Abigail Canton,1,15000000.0,15000000.0,2143005,2143005.0,2143005,2143005.0,-14850472.0,-14850472.0,-12856995.0,-12856995.0
135,Abigail Chu,1,30000000.0,30000000.0,27127620,27127620.0,27127620,27127620.0,-12989830.0,-12989830.0,-2872380.0,-2872380.0
136,Abigail Cruttenden,1,20000000.0,20000000.0,5323109,5323109.0,5323109,5323109.0,-19258606.0,-19258606.0,-14676891.0,-14676891.0
137,Abigail Hargrove,1,190000000.0,190000000.0,540007876,540007876.0,540007876,540007876.0,12359711.0,12359711.0,350007876.0,350007876.0
138,Abigail Lowe,1,120000000.0,120000000.0,286168572,286168572.0,286168572,286168572.0,-30892765.0,-30892765.0,166168572.0,166168572.0
139,Abigail Pniowsky,1,47000000.0,47000000.0,203388186,203388186.0,203388186,203388186.0,53546139.0,53546139.0,156388186.0,156388186.0
140,Abigail Spencer,5,482800000.0,96560000.0,873863865,174772773.0,873863865,174772773.0,-52587757.0,-10517551.4,391063865.0,78212773.0
141,Abir Abrar,1,2638885.5872774385,2638885.5872774385,536525,536525.0,536525,536525.0,-2456876.5872774385,-2456876.5872774385,-2102360.5872774385,-2102360.5872774385
142,Abir Goswami,1,3958328.3809161577,3958328.3809161577,5859242,5859242.0,5859242,5859242.0,-3204728.3809161577,-3204728.3809161577,1900913.6190838423,1900913.6190838423
143,Abra,1,1844634396.7690148,1844634396.7690148,5496927775,5496927775.0,5496927775,5496927775.0,421396222.23098516,421396222.23098516,3652293378.230985,3652293378.230985
144,Abraham Aronofsky,3,78000000.0,26000000.0,390383388,130127796.0,390383388,130127796.0,56898692.0,18966230.666666668,312383388.0,104127796.0
145,Abraham Attah,2,181000000.0,90500000.0,880257701,440128850.5,880257701,440128850.5,153291917.0,76645958.5,699257701.0,349628850.5
146,Abraham Belaga,2,97019834.0,48509917.0,81759752,40879876.0,81759752,40879876.0,-74479469.0,-37239734.5,-15260082.0,-7630041.0
147,Abraham Benrubi,8,553000000.0,69125000.0,1154251861,144281482.625,1154251861,144281482.625,-43833152.0,-5479144.0,601251861.0,75156482.625
148,Abraham Clinkscales,1,6000000.0,6000000.0,32893421,32893421.0,32893421,32893421.0,11300439.0,11300439.0,26893421.0,26893421.0
149,Abrar Zahoor,1,2900000.0,2900000.0,17618280,17618280.0,17618280,17618280.0,-1314313.0,-1314313.0,14718280.0,14718280.0
150,Abraxas Adams,1,32000000.0,32000000.0,28258060,28258060.0,28258060,28258060.0,-15622726.0,-15622726.0,-3741940.0,-3741940.0
151,Absa Diatou Toure,1,10545950.0,10545950.0,426588510,426588510.0,426588510,426588510.0,-347130.0,-347130.0,416042560.0,416042560.0
152,Ace Bhatti,1,52000000.0,52000000.0,906884690,906884690.0,906884690,906884690.0,164668042.0,164668042.0,854884690.0,854884690.0
153,Ace Yonamine,1,50000000.0,50000000.0,50054511,50054511.0,50054511,50054511.0,-5262941.0,-5262941.0,54511.0,54511.0
154,Achala Sachdev,1,7500000.0,7500000.0,11334547,11334547.0,11334547,11334547.0,-4598000.0,-4598000.0,3834547.0,3834547.0
155,Achint Kaur,1,19791641.904580787,19791641.904580787,17987034,17987034.0,17987034,17987034.0,-17062305.904580787,-17062305.904580787,-1804607.9045807868,-1804607.9045807868
156,Achyut Potdar,1,1583331.352366463,1583331.352366463,17897527,17897527.0,17897527,17897527.0,634230.647633537,634230.647633537,16314195.647633538,16314195.647633538
157,Ad van Kempen,1,4440400.0,4440400.0,9275806,9275806.0,9275806,9275806.0,-3897300.0,-3897300.0,4835406.0,4835406.0
158,Ada Luz Pla,1,5100000.0,5100000.0,303431,303431.0,303431,303431.0,-4910379.0,-4910379.0,-4796569.0,-4796569.0
159,Ada Tai,1,70000000.0,70000000.0,123218424,123218424.0,123218424,123218424.0,-3190307.0,-3190307.0,53218424.0,53218424.0
160,Adam Alexi-Malle,2,150000000.0,75000000.0,238264780,119132390.0,238264780,119132390.0,6018642.0,3009321.0,88264780.0,44132390.0
161,Adam Arkin,3,131000000.0,43666666.666666664,434130409,144710136.33333334,434130409,144710136.33333334,90548236.0,30182745.333333332,303130409.0,101043469.66666667
162,Adam Bakri,1,2100000.0,2100000.0,614444,614444.0,614444,614444.0,-1744000.0,-1744000.0,-1485556.0,-1485556.0
163,Adam Baldwin,2,149000000.0,74500000.0,255739471,127869735.5,255739471,127869735.5,-10155141.0,-5077570.5,106739471.0,53369735.5
164,Adam Barnett,2,22000000.0,11000000.0,105664794,52832397.0,105664794,52832397.0,53705167.0,26852583.5,83664794.0,41832397.0
165,Adam Barr,1,13300000.0,13300000.0,27349778,27349778.0,27349778,27349778.0,-1200166.0,-1200166.0,14049778.0,14049778.0
166,Adam Barrie,1,12500000.0,12500000.0,27206120,27206120.0,27206120,27206120.0,-534718.0,-534718.0,14706120.0,14706120.0
167,Adam Beach,4,385700000.0,96425000.0,349338534,87334633.5,349338534,87334633.5,-183855310.0,-45963827.5,-36361466.0,-9090366.5
168,Adam Bieshaar,1,20000000.0,20000000.0,68349884,68349884.0,68349884,68349884.0,10113491.0,10113491.0,48349884.0,48349884.0
169,Adam Bousdoukos,1,4440400.0,4440400.0,18164139,18164139.0,18164139,18164139.0,-4163499.0,-4163499.0,13723739.0,13723739.0
170,Adam Bowes,1,3500000.0,3500000.0,44019588,44019588.0,44019588,44019588.0,21591816.0,21591816.0,40519588.0,40519588.0
171,Adam Boyer,2,45000000.0,22500000.0,71572065,35786032.5,71572065,35786032.5,12172065.0,6086032.5,26572065.0,13286032.5
172,Adam Bregman,1,20000000.0,20000000.0,9090040,9090040.0,9090040,9090040.0,-15464846.0,-15464846.0,-10909960.0,-10909960.0
173,Adam Brody,15,414750000.0,27650000.0,1386011050,92400736.66666667,1386011050,92400736.66666667,243740621.0,16249374.733333332,971261050.0,64750736.666666664
174,Adam Brooks,1,15000000.0,15000000.0,36020534,36020534.0,36020534,36020534.0,-9693294.0,-9693294.0,21020534.0,21020534.0
175,Adam Brown,4,898000000.0,224500000.0,3788733757,947183439.25,3788733757,947183439.25,151069194.0,37767298.5,2890733757.0,722683439.25
176,Adam Busch,1,27000000.0,27000000.0,16923761,16923761.0,16923761,16923761.0,-13694899.0,-13694899.0,-10076239.0,-10076239.0
177,Adam C. Edwards,1,31000000.0,31000000.0,161772375,161772375.0,161772375,161772375.0,62772375.0,62772375.0,130772375.0,130772375.0
178,Adam Campbell,3,70000000.0,23333333.333333332,227156555,75718851.66666667,227156555,75718851.66666667,47123321.0,15707773.666666666,157156555.0,52385518.333333336
179,Adam Cantor,1,10000000.0,10000000.0,118587880,118587880.0,118587880,118587880.0,69213375.0,69213375.0,108587880.0,108587880.0
180,Adam Carolla,1,165000000.0,165000000.0,471222889,471222889.0,471222889,471222889.0,24422889.0,24422889.0,306222889.0,306222889.0
181,Adam Chanler-Berat,1,26000000.0,26000000.0,53120346,53120346.0,53120346,53120346.0,4664106.0,4664106.0,27120346.0,27120346.0
182,Adam Collins,2,83000000.0,41500000.0,113351884,56675942.0,113351884,56675942.0,-27949092.0,-13974546.0,30351884.0,15175942.0
183,Adam Copeland,1,25000000.0,25000000.0,15843608,15843608.0,15843608,15843608.0,-12188142.0,-12188142.0,-9156392.0,-9156392.0
184,Adam David Thompson,2,48000000.0,24000000.0,305833423,152916711.5,305833423,152916711.5,89356068.0,44678034.0,257833423.0,128916711.5
185,Adam Devine,7,255000000.0,36428571.428571425,1140839472,162977067.42857143,1140839472,162977067.42857143,235472022.0,33638860.28571428,885839472.0,126548496.0
186,Adam Donshik,1,30000000.0,30000000.0,10592180,10592180.0,10592180,10592180.0,-20944079.0,-20944079.0,-19407820.0,-19407820.0
187,Adam Drescher,1,50000000.0,50000000.0,174804407,174804407.0,174804407,174804407.0,53804407.0,53804407.0,124804407.0,124804407.0
188,Adam Driscoll,1,35000000.0,35000000.0,116980662,116980662.0,116980662,116980662.0,31380662.0,31380662.0,81980662.0,81980662.0
189,Adam Driver,13,1020671700.0,78513207.6923077,4763175634,366398125.6923077,4763175634,366398125.6923077,1200400050.0,92338465.38461539,3742503934.0,287884918.0
190,Adam Ferency,1,4773430.0,4773430.0,20343051,20343051.0,20343051,20343051.0,-193382.0,-193382.0,15569621.0,15569621.0
191,Adam Fergus,2,146000000.0,73000000.0,116130914,58065457.0,116130914,58065457.0,-80164632.0,-40082316.0,-29869086.0,-14934543.0
