,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
21676,Richard Danielsson,1,2362600.3676114925,2362600.3676114925,528245,528245.0,528245,528245.0,-2347070.3676114925,-2347070.3676114925,-1834355.3676114925,-1834355.3676114925
21677,Richard DeDomenico,1,13000000.0,13000000.0,2636637,2636637.0,2636637,2636637.0,-11826357.0,-11826357.0,-10363363.0,-10363363.0
21678,Richard Denni,1,43000000.0,43000000.0,69319426,69319426.0,69319426,69319426.0,-18281836.0,-18281836.0,26319426.0,26319426.0
21679,Richard Dillane,3,51000000.0,17000000.0,41602323,13867441.0,41602323,13867441.0,-31235317.0,-10411772.333333334,-9397677.0,-3132559.0
21680,Richard Dillard,1,45000000.0,45000000.0,48330757,48330757.0,48330757,48330757.0,-32949701.0,-32949701.0,3330757.0,3330757.0
21681,Richard Dixon,2,30000000.0,15000000.0,491565840,245782920.0,491565840,245782920.0,119911467.0,59955733.5,461565840.0,230782920.0
21682,Richard Donat,1,40000000.0,40000000.0,19643086,19643086.0,19643086,19643086.0,-25753512.0,-25753512.0,-20356914.0,-20356914.0
21683,Richard Donelly,1,9000000.0,9000000.0,78988148,78988148.0,78988148,78988148.0,38695371.0,38695371.0,69988148.0,69988148.0
21684,Richard Dreyfuss,6,271100000.0,45183333.333333336,436376895,72729482.5,436376895,72729482.5,-75267379.0,-12544563.166666666,165276895.0,27546149.166666668
21685,Richard Durden,5,192336757.4915775,38467351.4983155,148486191,29697238.2,148486191,29697238.2,-164068632.4915775,-32813726.498315502,-43850566.491577506,-8770113.2983155
21686,Richard E. Grant,9,607101000.0,67455666.66666667,2232283888,248031543.1111111,2232283888,248031543.1111111,354444894.0,39382766.0,1625182888.0,180575876.44444445
21687,Richard Easton,1,43000000.0,43000000.0,80049764,80049764.0,80049764,80049764.0,8804714.0,8804714.0,37049764.0,37049764.0
21688,Richard Edge,1,94000000.0,94000000.0,1142271098,1142271098.0,1142271098,1142271098.0,283845905.0,283845905.0,1048271098.0,1048271098.0
21689,Richard Edson,3,18900000.0,6300000.0,13723271,4574423.666666667,13723271,4574423.666666667,-5480830.0,-1826943.3333333333,-5176729.0,-1725576.3333333333
21690,Richard F Law,1,22000000.0,22000000.0,26412163,26412163.0,26412163,26412163.0,-1331157.0,-1331157.0,4412163.0,4412163.0
21691,Richard Fancy,2,22500000.0,11250000.0,11556039,5778019.5,11556039,5778019.5,-14498262.0,-7249131.0,-10943961.0,-5471980.5
21692,Richard Felix,1,60000000.0,60000000.0,135039924,135039924.0,135039924,135039924.0,-57776707.0,-57776707.0,75039924.0,75039924.0
21693,Richard Fitzpatrick,3,113000000.0,37666666.666666664,200108495,66702831.666666664,200108495,66702831.666666664,6028349.0,2009449.6666666667,87108495.0,29036165.0
21694,Richard Fullerton,1,35000000.0,35000000.0,60321861,60321861.0,60321861,60321861.0,24713955.0,24713955.0,25321861.0,25321861.0
21695,Richard Gant,3,95000000.0,31666666.666666668,184562805,61520935.0,184562805,61520935.0,41570674.0,13856891.333333334,89562805.0,29854268.333333332
21696,Richard Gere,13,402500000.0,30961538.46153846,679334846,52256526.615384616,679334846,52256526.615384616,-101741741.0,-7826287.769230769,276834846.0,21294988.153846152
21697,Richard Gleason,1,6800000.0,6800000.0,351401,351401.0,351401,351401.0,-6747403.0,-6747403.0,-6448599.0,-6448599.0
21698,Richard Glover,1,414671.7891128317,414671.7891128317,97195,97195.0,97195,97195.0,-381825.7891128317,-381825.7891128317,-317476.7891128317,-317476.7891128317
21699,Richard Graham,2,26000000.0,13000000.0,15410874,7705437.0,15410874,7705437.0,-22075189.0,-11037594.5,-10589126.0,-5294563.0
21700,Richard Green,2,14000000.0,7000000.0,3859394,1929697.0,3859394,1929697.0,-12877125.0,-6438562.5,-10140606.0,-5070303.0
21701,Richard Griffiths,11,1240462379.5732608,112769307.2339328,6200431822,563675620.1818181,6200431822,563675620.1818181,667604040.4267392,60691276.40243084,4959969442.426739,450906312.94788533
21702,Richard Gross,2,6000000.0,3000000.0,14967030,7483515.0,14967030,7483515.0,7033563.0,3516781.5,8967030.0,4483515.0
21703,Richard Haas,1,50000000.0,50000000.0,88323487,88323487.0,88323487,88323487.0,10476872.0,10476872.0,38323487.0,38323487.0
21704,Richard Hadfield,1,20000000.0,20000000.0,46089287,46089287.0,46089287,46089287.0,6004851.0,6004851.0,26089287.0,26089287.0
21705,Richard Harder,1,5000000.0,5000000.0,9341824,9341824.0,9341824,9341824.0,1546159.0,1546159.0,4341824.0,4341824.0
21706,Richard Harmon,1,25000000.0,25000000.0,65663276,65663276.0,65663276,65663276.0,17629776.0,17629776.0,40663276.0,40663276.0
21707,Richard Harris,2,228000000.0,114000000.0,1467347024,733673512.0,1467347024,733673512.0,277793047.0,138896523.5,1239347024.0,619673512.0
21708,Richard Herd,1,50000000.0,50000000.0,174804407,174804407.0,174804407,174804407.0,53804407.0,53804407.0,124804407.0,124804407.0
21709,Richard Hillman,1,11000000.0,11000000.0,90449929,90449929.0,90449929,90449929.0,57379000.0,57379000.0,79449929.0,79449929.0
21710,Richard Holden,1,8000000.0,8000000.0,1828232,1828232.0,1828232,1828232.0,-6588073.0,-6588073.0,-6171768.0,-6171768.0
21711,Richard Huw,1,40000000.0,40000000.0,23937870,23937870.0,23937870,23937870.0,-39322354.0,-39322354.0,-16062130.0,-16062130.0
21712,Richard Ian Cox,1,50000000.0,50000000.0,87528173,87528173.0,87528173,87528173.0,21726025.0,21726025.0,37528173.0,37528173.0
21713,Richard Israel,1,3200000.0,3200000.0,10464788,10464788.0,10464788,10464788.0,5091572.0,5091572.0,7264788.0,7264788.0
21714,Richard Jenkins,32,1378200000.0,43068750.0,2910284023,90946375.71875,2910284023,90946375.71875,-52930497.0,-1654078.03125,1532084023.0,47877625.71875
21715,Richard John Lovatt,1,2638885.5872774385,2638885.5872774385,536525,536525.0,536525,536525.0,-2456876.5872774385,-2456876.5872774385,-2102360.5872774385,-2102360.5872774385
21716,Richard Johnson,2,127500000.0,63750000.0,315119903,157559951.5,315119903,157559951.5,12714226.0,6357113.0,187619903.0,93809951.5
21717,Richard Jutras,2,73000000.0,36500000.0,102407960,51203980.0,102407960,51203980.0,-24803536.0,-12401768.0,29407960.0,14703980.0
21718,Richard Katz,1,28000000.0,28000000.0,21011110,21011110.0,21011110,21011110.0,-12563192.0,-12563192.0,-6988890.0,-6988890.0
21719,Richard Kiel,1,260000000.0,260000000.0,592461732,592461732.0,592461732,592461732.0,-59178064.0,-59178064.0,332461732.0,332461732.0
21720,Richard Kind,6,316500000.0,52750000.0,1125695384,187615897.33333334,1125695384,187615897.33333334,134947931.0,22491321.833333332,809195384.0,134865897.33333334
21721,Richard Knox,1,55000000.0,55000000.0,33426588,33426588.0,33426588,33426588.0,-35606443.0,-35606443.0,-21573412.0,-21573412.0
21722,Richard Kohnke,1,15000000.0,15000000.0,30138754,30138754.0,30138754,30138754.0,15127963.0,15127963.0,15138754.0,15138754.0
21723,Richard Krajco,1,19981800.0,19981800.0,2783332,2783332.0,2783332,2783332.0,-19944611.0,-19944611.0,-17198468.0,-17198468.0
21724,Richard Krause,1,100000.0,100000.0,1951683,1951683.0,1951683,1951683.0,1496371.0,1496371.0,1851683.0,1851683.0
21725,Richard L. Friedman,1,39000000.0,39000000.0,28510652,28510652.0,28510652,28510652.0,-15489159.0,-15489159.0,-10489348.0,-10489348.0
21726,Richard Laing,2,202000000.0,101000000.0,572280330,286140165.0,572280330,286140165.0,-94145199.0,-47072599.5,370280330.0,185140165.0
21727,Richard Lane Jr.,1,30000000.0,30000000.0,8503658,8503658.0,8503658,8503658.0,-25788871.0,-25788871.0,-21496342.0,-21496342.0
21728,Richard Leaf,2,72000000.0,36000000.0,139648960,69824480.0,139648960,69824480.0,-8304938.0,-4152469.0,67648960.0,33824480.0
21729,Richard Lemire,1,45000000.0,45000000.0,65470529,65470529.0,65470529,65470529.0,-12317658.0,-12317658.0,20470529.0,20470529.0
21730,Richard Lineback,2,72000000.0,36000000.0,261801295,130900647.5,261801295,130900647.5,69522460.0,34761230.0,189801295.0,94900647.5
21731,Richard Linklater,1,35000000.0,35000000.0,147934180,147934180.0,147934180,147934180.0,77719001.0,77719001.0,112934180.0,112934180.0
21732,Richard Lintern,3,87059282.46350257,29019760.821167525,181490680,60496893.333333336,181490680,60496893.333333336,-5200984.463502571,-1733661.4878341903,94431397.53649743,31477132.51216581
21733,Richard Lumsden,2,31705928.24635026,15852964.12317513,155252800,77626400.0,155252800,77626400.0,24824263.75364974,12412131.87682487,123546871.75364974,61773435.87682487
21734,Richard Lynch,1,15000000.0,15000000.0,80460948,80460948.0,80460948,80460948.0,43272029.0,43272029.0,65460948.0,65460948.0
21735,Richard Macklin,1,150000000.0,150000000.0,942133343,942133343.0,942133343,942133343.0,142353413.0,142353413.0,792133343.0,792133343.0
21736,Richard Madden,3,155000000.0,51666666.666666664,752388460,250796153.33333334,752388460,250796153.33333334,142569782.0,47523260.666666664,597388460.0,199129486.66666666
21737,Richard Marner,1,68000000.0,68000000.0,193921372,193921372.0,193921372,193921372.0,50907036.0,50907036.0,125921372.0,125921372.0
21738,Richard McCabe,2,167715408.71209884,83857704.35604942,254965919,127482959.5,254965919,127482959.5,-59938510.71209884,-29969255.35604942,87250510.28790116,43625255.14395058
21739,Richard McGonagle,2,140000000.0,70000000.0,194295842,97147921.0,194295842,97147921.0,-5384653.0,-2692326.5,54295842.0,27147921.0
21740,Richard McMillan,1,35000000.0,35000000.0,16468343,16468343.0,16468343,16468343.0,-24855990.0,-24855990.0,-18531657.0,-18531657.0
21741,Richard Mead,1,15000000.0,15000000.0,20129557,20129557.0,20129557,20129557.0,-7779757.0,-7779757.0,5129557.0,5129557.0
21742,Richard Messing,1,21000000.0,21000000.0,10011050,10011050.0,10011050,10011050.0,-14164144.0,-14164144.0,-10988950.0,-10988950.0
21743,Richard Montoya,1,35000000.0,35000000.0,99255460,99255460.0,99255460,99255460.0,45197993.0,45197993.0,64255460.0,64255460.0
21744,Richard Murphy,1,22000000.0,22000000.0,10300416,10300416.0,10300416,10300416.0,-20189922.0,-20189922.0,-11699584.0,-11699584.0
21745,Richard O'Brien,1,45000000.0,45000000.0,33978694,33978694.0,33978694,33978694.0,-29608030.0,-29608030.0,-11021306.0,-11021306.0
21746,Richard Pates,1,150000000.0,150000000.0,211622535,211622535.0,211622535,211622535.0,-56072080.0,-56072080.0,61622535.0,61622535.0
21747,Richard Pelzman,1,12000000.0,12000000.0,114197742,114197742.0,114197742,114197742.0,53328121.0,53328121.0,102197742.0,102197742.0
21748,Richard Perello,1,8600000.0,8600000.0,7565807,7565807.0,7565807,7565807.0,-3598292.0,-3598292.0,-1034193.0,-1034193.0
21749,Richard Petty,1,21000000.0,21000000.0,17635397,17635397.0,17635397,17635397.0,-4710133.0,-4710133.0,-3364603.0,-3364603.0
21750,Richard Pilcher,1,15000000.0,15000000.0,19344615,19344615.0,19344615,19344615.0,4161999.0,4161999.0,4344615.0,4344615.0
21751,Richard Platt,1,40000000.0,40000000.0,180450918,180450918.0,180450918,180450918.0,27209615.0,27209615.0,140450918.0,140450918.0
21752,Richard Portnow,6,199495000.0,33249166.666666668,280104645,46684107.5,280104645,46684107.5,-81673141.0,-13612190.166666666,80609645.0,13434940.833333334
21753,Richard Pyros,1,40000000.0,40000000.0,180450918,180450918.0,180450918,180450918.0,27209615.0,27209615.0,140450918.0,140450918.0
21754,Richard Riddell,1,30000000.0,30000000.0,61808775,61808775.0,61808775,61808775.0,-22310393.0,-22310393.0,31808775.0,31808775.0
21755,Richard Ridings,3,216000000.0,72000000.0,707189717,235729905.66666666,707189717,235729905.66666666,31249029.0,10416343.0,491189717.0,163729905.66666666
21756,Richard Riehle,6,139000000.0,23166666.666666668,166938516,27823086.0,166938516,27823086.0,-23989624.0,-3998270.6666666665,27938516.0,4656419.333333333
21757,Richard Rifkin,1,100000000.0,100000000.0,250425512,250425512.0,250425512,250425512.0,-24969837.0,-24969837.0,150425512.0,150425512.0
21758,Richard Robichaux,2,25000000.0,12500000.0,20994514,10497257.0,20994514,10497257.0,-6595174.0,-3297587.0,-4005486.0,-2002743.0
21759,Richard Roundtree,7,162475000.0,23210714.285714287,263638868,37662695.428571425,263638868,37662695.428571425,29815643.0,4259377.571428572,101163868.0,14451981.142857144
21760,Richard Roxburgh,7,658000000.0,94000000.0,1538697002,219813857.42857143,1538697002,219813857.42857143,-87559847.0,-12508549.57142857,880697002.0,125813857.42857143
21761,Richard Ruccolo,1,20000000.0,20000000.0,73830347,73830347.0,73830347,73830347.0,48261644.0,48261644.0,53830347.0,53830347.0
21762,Richard Safin,1,6172937.905468026,6172937.905468026,4360391,4360391.0,4360391,4360391.0,-6165322.905468026,-6165322.905468026,-1812546.9054680262,-1812546.9054680262
21763,Richard Sali,1,31000000.0,31000000.0,68106245,68106245.0,68106245,68106245.0,14010278.0,14010278.0,37106245.0,37106245.0
21764,Richard Sammel,2,43541400.0,21770700.0,76301851,38150925.5,76301851,38150925.5,-12539858.0,-6269929.0,32760451.0,16380225.5
21765,Richard Saxton,1,35000000.0,35000000.0,53425292,53425292.0,53425292,53425292.0,1805288.0,1805288.0,18425292.0,18425292.0
21766,Richard Schiff,9,586000000.0,65111111.11111111,1193462416,132606935.1111111,1193462416,132606935.1111111,-85230062.0,-9470006.888888888,607462416.0,67495824.0
21767,Richard Shanks,1,30000000.0,30000000.0,61808775,61808775.0,61808775,61808775.0,-22310393.0,-22310393.0,31808775.0,31808775.0
21768,Richard Snee,1,20000000.0,20000000.0,41624687,41624687.0,41624687,41624687.0,-780750.0,-780750.0,21624687.0,21624687.0
21769,Richard Steinmetz,2,62000000.0,31000000.0,93943679,46971839.5,93943679,46971839.5,-1156266.0,-578133.0,31943679.0,15971839.5
21770,Richard Stephenson,1,13000000.0,13000000.0,35259653,35259653.0,35259653,35259653.0,5704595.0,5704595.0,22259653.0,22259653.0
21771,Richard Stirling,1,4000000.0,4000000.0,39220946,39220946.0,39220946,39220946.0,6525717.0,6525717.0,35220946.0,35220946.0
21772,Richard Strange,1,60000000.0,60000000.0,62803180,62803180.0,62803180,62803180.0,-42696576.0,-42696576.0,2803180.0,2803180.0
21773,Richard Stratton,1,70000000.0,70000000.0,134748021,134748021.0,134748021,134748021.0,-17525384.0,-17525384.0,64748021.0,64748021.0
21774,Richard Sutherland,1,3743003.5740778204,3743003.5740778204,236185,236185.0,236185,236185.0,-3506818.5740778204,-3506818.5740778204,-3506818.5740778204,-3506818.5740778204
21775,Richard Syms,1,20000000.0,20000000.0,27876417,27876417.0,27876417,27876417.0,-8963634.0,-8963634.0,7876417.0,7876417.0
21776,Richard T. Jones,9,438000000.0,48666666.666666664,1219401198,135489022.0,1219401198,135489022.0,150640240.0,16737804.444444444,781401198.0,86822355.33333333
21777,Richard Teverson,1,20000000.0,20000000.0,13451186,13451186.0,13451186,13451186.0,-13567744.0,-13567744.0,-6548814.0,-6548814.0
21778,Richard Thomas,1,55000000.0,55000000.0,33426588,33426588.0,33426588,33426588.0,-35606443.0,-35606443.0,-21573412.0,-21573412.0
21779,Richard Trapp,1,25000000.0,25000000.0,56489558,56489558.0,56489558,56489558.0,9712347.0,9712347.0,31489558.0,31489558.0
21780,Richard Tyson,1,73000000.0,73000000.0,29725663,29725663.0,29725663,29725663.0,-51528315.0,-51528315.0,-43274337.0,-43274337.0
21781,Richard Voll,1,12000000.0,12000000.0,61141030,61141030.0,61141030,61141030.0,25191304.0,25191304.0,49141030.0,49141030.0
21782,Richard Waugh,2,108000000.0,54000000.0,141144003,70572001.5,141144003,70572001.5,-16438858.0,-8219429.0,33144003.0,16572001.5
21783,Richard Webber,2,75000000.0,37500000.0,160832192,80416096.0,160832192,80416096.0,-47356474.0,-23678237.0,85832192.0,42916096.0
21784,Richard Wilson,2,38000000.0,19000000.0,199016363,99508181.5,199016363,99508181.5,63871104.0,31935552.0,161016363.0,80508181.5
21785,Richard Wolffe,1,30000000.0,30000000.0,27437881,27437881.0,27437881,27437881.0,-7462119.0,-7462119.0,-2562119.0,-2562119.0
21786,Richard Zeman,1,28000000.0,28000000.0,71416730,71416730.0,71416730,71416730.0,-7603171.0,-7603171.0,43416730.0,43416730.0
21787,Richenda Carey,1,14000000.0,14000000.0,3621046,3621046.0,3621046,3621046.0,-13984291.0,-13984291.0,-10378954.0,-10378954.0
21788,Richie Havens,1,20000000.0,20000000.0,11792542,11792542.0,11792542,11792542.0,-15982391.0,-15982391.0,-8207458.0,-8207458.0
21789,Richie Lawrence,1,17000000.0,17000000.0,72835710,72835710.0,72835710,72835710.0,53525195.0,53525195.0,55835710.0,55835710.0
21790,Richie Merritt,1,29000000.0,29000000.0,25957482,25957482.0,25957482,25957482.0,-4988812.0,-4988812.0,-3042518.0,-3042518.0
21791,Richie Moriarty,1,25000000.0,25000000.0,84918541,84918541.0,84918541,84918541.0,20018541.0,20018541.0,59918541.0,59918541.0
21792,Richmond Arquette,4,145500000.0,36375000.0,353527587,88381896.75,353527587,88381896.75,23112590.0,5778147.5,208027587.0,52006896.75
21793,Richy Müller,1,70000000.0,70000000.0,277448382,277448382.0,277448382,277448382.0,72109382.0,72109382.0,207448382.0,207448382.0
21794,Rick Allen,1,4000000.0,4000000.0,866999,866999.0,866999,866999.0,-3133001.0,-3133001.0,-3133001.0,-3133001.0
21795,Rick Avery,1,20000000.0,20000000.0,4978353,4978353.0,4978353,4978353.0,-15287208.0,-15287208.0,-15021647.0,-15021647.0
21796,Rick Chambers,2,73500000.0,36750000.0,226778525,113389262.5,226778525,113389262.5,18531439.0,9265719.5,153278525.0,76639262.5
21797,Rick Dial,2,12000000.0,6000000.0,57578627,28789313.5,57578627,28789313.5,36670776.0,18335388.0,45578627.0,22789313.5
21798,Rick Doucette,1,10000000.0,10000000.0,402599,402599.0,402599,402599.0,-9633699.0,-9633699.0,-9597401.0,-9597401.0
21799,Rick Ducommun,1,19000000.0,19000000.0,278019771,278019771.0,278019771,278019771.0,138019771.0,138019771.0,259019771.0,259019771.0
21800,Rick Elmhurst,1,33000000.0,33000000.0,54700105,54700105.0,54700105,54700105.0,810189.0,810189.0,21700105.0,21700105.0
21801,Rick Forrester,1,58000000.0,58000000.0,41319039,41319039.0,41319039,41319039.0,-26626062.0,-26626062.0,-16680961.0,-16680961.0
21802,Rick Fox,1,7000000.0,7000000.0,17986781,17986781.0,17986781,17986781.0,10506470.0,10506470.0,10986781.0,10986781.0
21803,Rick Garcia,1,8500000.0,8500000.0,47398992,47398992.0,47398992,47398992.0,23881217.0,23881217.0,38898992.0,38898992.0
21804,Rick Gomez,2,57000000.0,28500000.0,170084485,85042242.5,170084485,85042242.5,22040639.0,11020319.5,113084485.0,56542242.5
21805,Rick Gonzalez,7,266500000.0,38071428.571428575,846312763,120901823.28571428,846312763,120901823.28571428,169135941.0,24162277.285714287,579812763.0,82830394.71428572
21806,Rick Hoffman,2,54800000.0,27400000.0,113774544,56887272.0,113774544,56887272.0,18761554.0,9380777.0,58974544.0,29487272.0
21807,Rick Howland,1,6390903.8572251005,6390903.8572251005,12735126,12735126.0,12735126,12735126.0,6274817.1427748995,6274817.1427748995,6344222.1427748995,6344222.1427748995
21808,Rick Malambri,1,30000000.0,30000000.0,159291809,159291809.0,159291809,159291809.0,12400223.0,12400223.0,129291809.0,129291809.0
21809,Rick McCallum,1,800000.0,800000.0,156190,156190.0,156190,156190.0,-747396.0,-747396.0,-643810.0,-643810.0
21810,Rick Mercer,1,33000000.0,33000000.0,9494789,9494789.0,9494789,9494789.0,-32826436.0,-32826436.0,-23505211.0,-23505211.0
21811,Rick Moranis,1,128000000.0,128000000.0,250397798,250397798.0,250397798,250397798.0,-42663723.0,-42663723.0,122397798.0,122397798.0
21812,Rick Overton,4,69000000.0,17250000.0,124128106,31032026.5,124128106,31032026.5,9972556.0,2493139.0,55128106.0,13782026.5
21813,Rick Ravanello,2,100000000.0,50000000.0,65583501,32791750.5,65583501,32791750.5,-65914368.0,-32957184.0,-34416499.0,-17208249.5
21814,Rick Roberts,2,21500000.0,10750000.0,42504590,21252295.0,42504590,21252295.0,15831255.0,7915627.5,21004590.0,10502295.0
21815,Rick Rosas,1,18000000.0,18000000.0,41325328,41325328.0,41325328,41325328.0,8822144.0,8822144.0,23325328.0,23325328.0
21816,Rick Shapiro,2,19000000.0,9500000.0,106045448,53022724.0,106045448,53022724.0,39045448.0,19522724.0,87045448.0,43522724.0
21817,Rick Springfield,1,18000000.0,18000000.0,41325328,41325328.0,41325328,41325328.0,8822144.0,8822144.0,23325328.0,23325328.0
21818,Rick Tae,1,20000000.0,20000000.0,10337477,10337477.0,10337477,10337477.0,-11864976.0,-11864976.0,-9662523.0,-9662523.0
21819,Rick Vargas,1,40000000.0,40000000.0,154802912,154802912.0,154802912,154802912.0,85095601.0,85095601.0,114802912.0,114802912.0
21820,Rick Warden,1,7900000.0,7900000.0,2635305,2635305.0,2635305,2635305.0,-7227757.0,-7227757.0,-5264695.0,-5264695.0
21821,Rick Worthy,2,145000000.0,72500000.0,156558614,78279307.0,156558614,78279307.0,-64349918.0,-32174959.0,11558614.0,5779307.0
21822,Rick Yune,4,265000000.0,66250000.0,837262430,209315607.5,837262430,209315607.5,155035794.0,38758948.5,572262430.0,143065607.5
21823,Rickey Smiley,1,10000000.0,10000000.0,33526835,33526835.0,33526835,33526835.0,23253609.0,23253609.0,23526835.0,23526835.0
21824,Ricki Lake,1,10000000.0,10000000.0,1961544,1961544.0,1961544,1961544.0,-8715354.0,-8715354.0,-8038456.0,-8038456.0
21825,Ricki Lopez,1,25000000.0,25000000.0,24362772,24362772.0,24362772,24362772.0,-10009418.0,-10009418.0,-637228.0,-637228.0
21826,Ricky Adams,1,30000000.0,30000000.0,53653224,53653224.0,53653224,53653224.0,10660952.0,10660952.0,23653224.0,23653224.0
21827,Ricky Adelayitor,1,6000000.0,6000000.0,90777,90777.0,90777,90777.0,-5909223.0,-5909223.0,-5909223.0,-5909223.0
21828,Ricky Catter,1,500000.0,500000.0,5060438,5060438.0,5060438,5060438.0,-262699.0,-262699.0,4560438.0,4560438.0
21829,Ricky Garcia,2,70000000.0,35000000.0,255727507,127863753.5,255727507,127863753.5,27908111.0,13954055.5,185727507.0,92863753.5
21830,Ricky Gervais,10,658700000.0,65870000.0,1810493062,181049306.2,1810493062,181049306.2,82524021.0,8252402.1,1151793062.0,115179306.2
21831,Ricky Harris,1,7000000.0,7000000.0,17986781,17986781.0,17986781,17986781.0,10506470.0,10506470.0,10986781.0,10986781.0
21832,Ricky Jay,4,101000000.0,25250000.0,94471914,23617978.5,94471914,23617978.5,-31274855.0,-7818713.75,-6528086.0,-1632021.5
21833,Ricky Muse,1,42000000.0,42000000.0,131457147,131457147.0,131457147,131457147.0,26549695.0,26549695.0,89457147.0,89457147.0
21834,Ricky Nixon,1,15000000.0,15000000.0,6331939,6331939.0,6331939,6331939.0,-9249599.0,-9249599.0,-8668061.0,-8668061.0
21835,Ricky Patel,1,20451363.301400147,20451363.301400147,4650456,4650456.0,4650456,4650456.0,-19521305.301400147,-19521305.301400147,-15800907.301400147,-15800907.301400147
21836,Ricky Smith,1,20000000.0,20000000.0,44420167,44420167.0,44420167,44420167.0,16843682.0,16843682.0,24420167.0,24420167.0
21837,Ricky Tognazzi,1,80000000.0,80000000.0,54004950,54004950.0,54004950,54004950.0,-60323035.0,-60323035.0,-25995050.0,-25995050.0
21838,Ricky Tomlinson,1,35000000.0,35000000.0,27979040,27979040.0,27979040,27979040.0,-28125163.0,-28125163.0,-7020960.0,-7020960.0
21839,Ricky Wayne,2,25000000.0,12500000.0,140567430,70283715.0,140567430,70283715.0,90186656.0,45093328.0,115567430.0,57783715.0
21840,Ricky Whittle,1,6430037.236243277,6430037.236243277,2313509,2313509.0,2313509,2313509.0,-4270996.236243277,-4270996.236243277,-4116528.236243277,-4116528.236243277
21841,Rico Bueno,1,25000000.0,25000000.0,24665649,24665649.0,24665649,24665649.0,-7155784.0,-7155784.0,-334351.0,-334351.0
21842,Rico McClinton,1,209000000.0,209000000.0,303025485,303025485.0,303025485,303025485.0,-143577375.0,-143577375.0,94025485.0,94025485.0
21843,Rico Torres,1,50000000.0,50000000.0,71992655,71992655.0,71992655,71992655.0,-10822316.0,-10822316.0,21992655.0,21992655.0
21844,Riddhi Sen,1,12000000.0,12000000.0,140312928,140312928.0,140312928,140312928.0,39738905.0,39738905.0,128312928.0,128312928.0
21845,Rider Strong,1,1500000.0,1500000.0,30553394,30553394.0,30553394,30553394.0,19658188.0,19658188.0,29053394.0,29053394.0
21846,Ridge Canipe,2,70000000.0,35000000.0,46759209,23379604.5,46759209,23379604.5,-25142323.0,-12571161.5,-23240791.0,-11620395.5
21847,Rie Miyazawa,1,5000000.0,5000000.0,7372769,7372769.0,7372769,7372769.0,-4440235.0,-4440235.0,2372769.0,2372769.0
21848,Rie Rasmussen,2,51651500.0,25825750.0,26834078,13417039.0,26834078,13417039.0,-44818601.0,-22409300.5,-24817422.0,-12408711.0
21849,Riele Downs,1,17000000.0,17000000.0,72835710,72835710.0,72835710,72835710.0,53525195.0,53525195.0,55835710.0,55835710.0
21850,Rifaat Torbey,1,3000000.0,3000000.0,3601603,3601603.0,3601603,3601603.0,-1998695.0,-1998695.0,601603.0,601603.0
21851,Rightor Doyle,2,24000000.0,12000000.0,228054082,114027041.0,228054082,114027041.0,68468626.0,34234313.0,204054082.0,102027041.0
21852,Rihanna,4,553200000.0,138300000.0,1040982642,260245660.5,1040982642,260245660.5,-167720175.0,-41930043.75,487782642.0,121945660.5
21853,Rik Mayall,1,35000000.0,35000000.0,61746888,61746888.0,61746888,61746888.0,-15521894.0,-15521894.0,26746888.0,26746888.0
21854,Rik Young,1,150000000.0,150000000.0,196393745,196393745.0,196393745,196393745.0,-67719421.0,-67719421.0,46393745.0,46393745.0
21855,Rikako Aikawa,1,2463786.343123474,2463786.343123474,944915,944915.0,944915,944915.0,-1581519.3431234742,-1581519.3431234742,-1518871.3431234742,-1518871.3431234742
21856,Rike Eckermann,1,6438580.0,6438580.0,1196669,1196669.0,1196669,1196669.0,-6329354.0,-6329354.0,-5241911.0,-5241911.0
21857,Riki Lindhome,7,214000000.0,30571428.57142857,957527891,136789698.7142857,957527891,136789698.7142857,299887805.0,42841115.0,743527891.0,106218270.14285715
21858,Rikke Wölck,1,1000000.0,1000000.0,16350876,16350876.0,16350876,16350876.0,3544753.0,3544753.0,15350876.0,15350876.0
21859,Rila Fukushima,1,120000000.0,120000000.0,414828246,414828246.0,414828246,414828246.0,12556852.0,12556852.0,294828246.0,294828246.0
21860,Rileah Vanderbilt,1,1500000.0,1500000.0,208550,208550.0,208550,208550.0,-1324719.0,-1324719.0,-1291450.0,-1291450.0
21861,Riley Ann Corbin,1,50000000.0,50000000.0,242786137,242786137.0,242786137,242786137.0,100357137.0,100357137.0,192786137.0,192786137.0
21862,Riley Griffiths,1,50000000.0,50000000.0,260095986,260095986.0,260095986,260095986.0,77004179.0,77004179.0,210095986.0,210095986.0
21863,Riley Keough,6,212157870.0,35359645.0,453276160,75546026.66666667,453276160,75546026.66666667,-12455574.0,-2075929.0,241118290.0,40186381.666666664
21864,Riley Osborne,1,81200000.0,81200000.0,97571250,97571250.0,97571250,97571250.0,-79860848.0,-79860848.0,16371250.0,16371250.0
21865,Riley Smith,3,95000000.0,31666666.666666668,120450787,40150262.333333336,120450787,40150262.333333336,-11272215.0,-3757405.0,25450787.0,8483595.666666666
21866,Riley Steele,1,24000000.0,24000000.0,83188165,83188165.0,83188165,83188165.0,1003155.0,1003155.0,59188165.0,59188165.0
